album,song_title,writers,capo,intro_chords,verse_chords,verse_lyrics,pre_chorus_chords,pre-chorus_lyrics,chorus_chords,chorus_lyrics,post_chorus_chords,Post_Chorus_Lyrics,bridge_chords,bridge_lyrics,outro_chords,outro_lyrics,multi_verse,multi_bridge,core_title,common_id,intro_chordsTransposed,verse_chordsTransposed,pre_chorus_chordsTransposed,chorus_chordsTransposed,post_chorus_chordsTransposed,bridge_chordsTransposed,outro_chordsTransposed
Fearless (Taylor's Version),untouchable (taylor's version),Taylor Swift  Cary Barlowe  Nathan Barlowe  Tommy Lee James,3,Em-G-D-A,Em-G-D-A,Untouchable like a distant diamond sky/I’m reachin' out and I just can't tell you why/I’m caught up in you  I'm caught up in you,G-A,Untouchable  burning brighter than the sun/ And when you're close  I feel like comin' undone,D-A-Em-G-D-A,In the middle of the night  when I'm in this dream/It’s like a million little stars spellin' out your name/You gotta come on  come on  say that we'll be together/ Come on  come on  little taste of Heaven,Em-G-D-A,Oh Oh,NONE,NONE,A-Em-G-A,It's like a million little stars spellin' out your name/Spellin’ out your name  oh,False,False,untouchable taylors version,60,Gm-A#-F-C,Gm-A#-F-C,A#-C,F-C-Gm-A#-F-C,Gm-A#-F-C,NONE,C-Gm-A#-C
Fearless (Taylor's Version),the way i loved you (taylor's version),Taylor Swift  John Rich,3,D-A-Em-G-Gm,D-A-Em-G,"He is sensible and so incredible/And all my single friends are jealous/He says everything I need to hear/And it's like I couldn't ask for anything better,He opens up my door and I get into his car/And he says 'You look beautiful tonight/And I feel perfectly fine",NONE,NONE,D-A-Em-G-A,But I miss screamin' and fightin' and kissin' in the rain/And it's 2 AM and I'm cursin' your name/So in love that you act insane/And that's the way I loved you/ Breakin' down and comin' undone/It’s a  a rollercoaster kind of rush/And I never knew I could feel that much/And that's the way I loved you,NONE,NONE,Em-G-D-A,He can't see the smile I'm fakin’/And my heart's not breakin’/'Cause I'm not feelin' anything at all/And you were wild and crazy/Just so frustrating  intoxicatin'  complicated/Got away by some mistake and now,Em-G-A-D,Woah  woah  oh-oh/Oh  and that's the way I loved you/ Oh  oh  oh-woah  oh  oh  oh-woah/Never knew I could feel that much/That’s the way I loved you,False,False,the way i loved you taylors version,58,F-C-Gm-A#-A#m,F-C-Gm-A#,NONE,F-C-Gm-A#-C,NONE,Gm-A#-F-C,Gm-A#-C-F
Fearless (Taylor's Version),fearless (taylor's version),Taylor Swift Liz Rose Hillary Lindsey,3,D-A-Em-G,D-A-Em-G,There's somethin' 'bout the way/There’s somethin' 'bout the way/The street looks when it's just rained/There’s a glow off the pavement/You walk me to the car/And you know I wanna ask you to dance right there/In the middle of the parkin' lot  yeah/Oh  yeah,NONE,NONE,D-A-Em-G-A,’Cause I don't know how it gets better than this/You take my hand and drag me headfirst  fearless/ And I don't know why  but with you  I'd dance/In a storm  in my best dress  fеarless,Em-G-D-A,Oh-oh,C-D-Em-D-G-A,Well  you stood there with me in the doorway/My hands shake  I'm not usually this way/But you pull me in and I'm a little more brave/It’s the first kiss  it's flawless  really somethin’/It's fearless/Oh  yeah,D-A-Em-G,Oh-oh/Oh-oh  yeah,True,False,fearless taylors version,57,F-C-Gm-A#,F-C-Gm-A#,NONE,F-C-Gm-A#-C,Gm-A#-F-C,D#-F-Gm-F-A#-C,F-C-Gm-A#
Fearless (Taylor's Version),you belong with me (taylor's version),Taylor Swift Liz Rose,4,D-A-D,D-A-Em-G,You're on the phone with your girlfriend  she's upset/She’s goin' off about something that you said/‘Cause she doesn't get your humor like I do/I’m in my room  it's a typical Tuesday night/I’m listening to the kind of music she doesn't like/And she'll never know your story like I do,Em-G-D-A,Cause she wears short skirts  I wear T-shirts/She’s Cheer Captain and I'm on the bleachers/Dreaming 'bout the day when you wake up and find/That what you're lookin' for has been here the whole time,D-A-Em-G,If you could see that I'm the onе who understands you/Been here all along  so why can't you see?/You bеlong with me  you belong with me,NONE,NONE,Em-G-D-A,Oh  I remember you/Driving to my house in the middle of the night/I’m the one who makes you laugh when you know you're 'bout to cry/I know your favorite songs and you tell me 'bout your dreams/Think I know where you belong  think I know it's with me,A-Em-G-D,You belong with me/Have you ever thought  just maybe you belong with me?/You belong with me,False,False,you belong with me taylors version,64,F#-C#-F#,F#-C#-G#m-B,G#m-B-F#-C#,F#-C#-G#m-B,NONE,G#m-B-F#-C#,C#-G#m-B-F#
Fearless (Taylor's Version),the other side of the door (taylor's version),Taylor Swift,2,D-A-Em-G,D-A-Em-G,In the heat of the fight  I walked away/Ignorin’ words that you were sayin'  tryna make me stay/I said 'This time I've had enough ‘/And you've called a hundred times/But I'm not pickin' up,C-D-Em-A,Cause I'm so mad  I might tell you that it's over/ But if you look a little closer,D-A-Em-G,I said 'Leave  ' but all I really want is you/To stand outside my window  throwin' pebbles/Screamin’ 'I'm in love with you’/Wait there in the pourin' rain  comin' back for more/And don't you leave 'cause I know/All I need is on the other side of the door,NONE,NONE,Em-G-D-A,And I'll scream out the window/ 'I can't even look at you ‘/I don't need you  but I do  I do  I do/  I say 'There's nothin' you can say/To make this right again  I mean it  I mean it ‘/But what I mean is,A-Em-G-D-A-Em-C,With your face and the beautiful eyes/And the conversation with the little white lies/And the faded picture of a beautiful night/You carried me from your car up the stairs/And I broke down cryin'  was she worth this mess?/After everything and that little black dress/After everything  I must confess/I need you,False,False,the other side of the door taylors version,75,E-B-F#m-A,E-B-F#m-A,D-E-F#m-B,E-B-F#m-A,NONE,F#m-A-E-B,B-F#m-A-E-B-F#m-D
Fearless (Taylor's Version),that’s when (taylor's version) (from the vault),Taylor Swift  Brad Warren  Brett Warren,3,D-A-Em-G,D-A-Em-G,You said 'I know ‘/When I said 'I need some time  need some space/To think about all of this ‘/ And you watched me go/And I knew my words were hard to hear/And harder to ever take back,Em-G,And I said 'When can I come back? ‘,D-A-Em-G,And you said 'That's when/When I wake up in the morning/That’s when  when it's sunny or stormin’/Laughin'  when I'm cryin’/And that's when/I’ll be waitin' at the front gate/That’s when  when I see your face/I’ll let you in and  baby  that's when ‘,NONE,NONE,Em-Bm-G-A,And you said ‘Honestly/When you were gone/Did you ever think of me? ‘,D-A-Em-G,(That's when)/(When I woke up in the morning) Yeah/(That’s when it was sunny or stormin’)/When I'm laughin'  when I'm cryin’/(That's when I'll be waitin' at the front gate)/That’s when I miss you  that's when I want you/(That’s when  when I see your face)/That’s when I love you  that's when,False,False,that’s when taylors version from the vault,55,F-C-Gm-A#,F-C-Gm-A#,Gm-A#,F-C-Gm-A#,NONE,Gm-Dm-A#-C,F-C-Gm-A#
Fearless (Taylor's Version),don’t you (taylor's version) (from the vault),Taylor Swift  Tommy Lee James,1,D-A-Bm-G,D-A-Bm-G-F#m,Hey  I knew I'd run into you somewhere/ It's been a while  I didn't mean to stare/  I heard she's nothin' like me/ I'm sure she'll make you happy,NONE,NONE,D-A-Em-G,But don't you/ Don't you smile at me and ask me how I've been/Don’t you say you've missed me if you don't want me again/You don't know how much I feel I love you still/So why don't you  don't you?,NONE,NONE,Em-F#m-G-A-G,So I'll walk out of here tonight/Try to go on with my life/And you can say we're still friends/(But I don't wanna pretend)/So if I see you again,Bm-G,Don't you,False,False,don’t you taylors version from the vault,66,D#-A#-Cm-G#,D#-A#-Cm-G#-F##m,NONE,D#-A#-Fm-G#,NONE,Fm-F##m-G#-A#-G#,Cm-G#
Midnights,bigger than the whole sky,Taylor Swift Jack Antonoff,4,NONE,D-A-Em-G,No words appear before me in the aftermath/ Salt streams out my eyes and into my ears/Every single thing I touch becomes sick with sadness/Cause it's all over now all out to sea,NONE,NONE,D-A-Em-G,Goodbye goodbye goodbye/You were bigger than the whole sky/You were more than just a short time/And I've got a lot to pine about/I’ve got a lot to live without,NONE,NONE,Em-G-D-A,What could've been would've been you/What could've been would've been/What should've been you/What could've been would've been you/(What could've been would've been you),NONE,NONE,False,False,bigger than the whole sky,134,NONE,F#-C#-G#m-B,NONE,F#-C#-G#m-B,NONE,G#m-B-F#-C#,NONE
The Tortured Poets Department,how did it end?,Taylor Swift Aaron Dessner,3,D-Bm-A-A,D-Bm-A-A,We hereby conduct/This post-mortEm/He was a hot house flower to my outdoorsmen/Our maladies were such/We could not cure thEm/And so a touch that was my birth right becAme foreign,NONE,NONE,D-A-E,Come one come all/It's happ'nin' again/The Empathetic hunger descends/We'll tell no-one/‘Cept all of our friends,NONE,NONE,Bm-E-F#m-D-A,Say it once again with feeling/How the death rattle breathing/Silenced as the soul was leaving/The deflation of our dreAming/Leaving me bereft and reeling/My beloved ghost and me/Sitting in a tree,NONE,NONE,False,False,how did it end?,232,F-Dm-C-C,F-Dm-C-C,NONE,F-C-G,NONE,Dm-G-G##m-F-C,NONE
RED (Taylor's Version),come back be here (taylor's version),Taylor Swift Dan Wilson,2,D,D-Bm-G,You said it in a simple way/4 AM the second day/How strange that I don't know you at all/Stumbled through the long goodbye/One last kiss then catch your flight/Right when I was just about to fall,A-Bm-G-A,I told myself 'Don't get attached’/But in my mind I play it back/Spinning faster than the plane that took you,D-A-Bm-G-D-A,And this is when the feelin' sinks in/I don't wanna miss you like this/Come back be here/Come back be here/I guess you're in New York today/I don't wanna need you this way/Come back be here/Come back be here,A-Bm-G-D,Oh oh/Oh oh,G-Bm-A,This is falling in love in the cruelest way/This is fallin' for you when you are worlds away/In New York be here/But you're in London and I break down/‘Cause it's not fair that you're not around,D-A-Bm-G,Come back be here/Come back be here,False,False,come back be here taylors version,140,E,E-C#m-A,B-C#m-A-B,E-B-C#m-A-E-B,B-C#m-A-E,A-C#m-B,E-B-C#m-A
Fearless (Taylor's Version),change (taylor's version),Taylor Swift,3,D-A-Bm-G,D-A-Bm-G,Well  it's a sad picture  the final blow hits ya/  Somebody else gets what you wanted again and/ You know it’s all the same  another time and place/  Repeatin' history and you're gettin’ sick of it,Bm-G-A,But I believe in whatever you do/And I'll do anything to see it through,D-A-Bm-G-D,Because these things will change  can you feel it now?/These walls that they put up to hold us back will fall down/This revolution  the time will come for us to finally win/And we'll sing hallelujah  we'll sing hallelujah/Oh  oh,NONE,NONE,D-A-Bm-G-D,Tonight  we’ll stand and get off our knees/Fight for what we've worked for all these years/And the battle was long  it's the fight of our lives/But we'll stand up champions tonight,D-A-Bm-G,Hallelujah,False,False,change taylors version,71,F-C-Dm-A#,F-C-Dm-A#,Dm-A#-C,F-C-Dm-A#-F,NONE,F-C-Dm-A#-F,F-C-Dm-A#
Fearless (Taylor's Version),bye bye baby (taylor's version) (from the vault),Taylor Swift  Liz Rose,3,G-A-D-Bm,G-A-D-Bm-G-A,It wasn't just like a movie/ The rain didn't soak through my clothes  down to my skin/ I'm drivin' away and I  I guess you could say/This is the last time I'll drive this way again/Lost in the gray and I try to grab at the fray/‘Cause I  I still love you  but I can’t,NONE,NONE,D-A-Bm-G-D,Bye  bye to everything I thought was on my side/Bye  bye  baby/ I want you bad  but it's come down to nothing/  And all I have is your sympathy/‘Cause you took me home but you just couldn't keep me/ Bye  bye  baby/ Bye  bye  baby,NONE,NONE,G-A-Bm-D-A-Bm-E-G-A,And there's so much that I can't touch/You’re all I want  but it's not enough this time/And all the pages are just slipping through my hands/And I'm so scared of how this ends,NONE,NONE,False,False,bye bye baby taylors version from the vault,62,A#-C-F-Dm,A#-C-F-Dm-A#-C,NONE,F-C-Dm-A#-F,NONE,A#-C-Dm-F-C-Dm-G-A#-C,NONE
Fearless (Taylor's Version),mr perfectly fine (taylor's version) (from the vault),Taylor Swift,0,D-A-Bm-G,D-A-Bm-G,Mr.  'Perfect face  ' Mr.  'Here to stay ‘/Mr.  'Looked me in the eye and told me you would never go away ‘/Everything was right  Mr.  'I've been waitin' for you all my life ‘/Mr.  'Every single day until the end  I will be by your side’,Bm-G-D-A,But that was when I got to know Mr.  'Change of heart ‘/Mr.  'Leaves me all alone  ' I fall apart/It takes everything in me just to get up each day/But it's wonderful to see that you're okay,D-A-Bm-G-A-D,Hello  Mr.  'Perfectly fine ‘/ How's your heart after breakin' mine?/  Mr.  'Always at the right place at the right time  ' baby/ Hello  Mr.  'Casually cruel ‘/ Mr.  'Everything revolves around you ‘/  I've been Miss Misery since your goodbye/And you're Mr.  'Perfectly fine ‘,NONE,NONE,Bm-G-D-A,So dignified in your well-pressed suit/So strategized  all the eyes on you/Sashay your way to your seat/It’s the best seat in the best room/  Oh  he's so smug  Mr.  'Always wins ‘/So far above me in every sense/So far above feelin' anything/And it's really such a shame/It’s such a shame/‘Cause I was Miss  'Here to stay ‘/Now I'm Miss  'Gonna be alright someday ‘/And someday  maybe you'll miss me/But by then  you'll be Mr.  'Too late ‘,B-C#m-A-B-E,You're perfectly fine/Mr.  'Looked me in the eye and told me you would never go away ‘/ You said you'd never go away,False,False,mr perfectly fine taylors version from the vault,77,D-A-Bm-G,D-A-Bm-G,Bm-G-D-A,D-A-Bm-G-A-D,NONE,Bm-G-D-A,B-C#m-A-B-E
Fearless (Taylor's Version),love story (taylor's version),Taylor Swift,0,D-G-Bm-G,D-G-Bm-G-A,"We were both young when I first saw you/I close my eyes and the flashback starts/I’m standing there/On a balcony in summer air/See the lights  see the party  the ball gowns/See you make your way through the crowd/And say  'Hello ‘ Little did I know,",G-A-Bm-D,That you were Romeo  you were throwing pebbles/And my daddy said 'Stay away from Juliet ‘/And I was crying on the staircase/Begging you 'Please don't go  ' and I said,D-A-Bm-G-A-D,Romeo  take me somewhere we can be alone/I’ll be waiting  all there's left to do is run/You’ll be the prince and I'll be the princess/It’s a love story  baby  just say 'Yes ‘,NONE,NONE,Bm-G-D-A,But I got tired of waiting/Wondering if you were ever coming around/My faith in you was fading/When I met you on the outskirts of town,B-C#m-A-E,Oh  oh  oh/Oh  oh  oh/‘Cause we were both young when I first saw you,False,False,love story taylors version,67,D-G-Bm-G,D-G-Bm-G-A,G-A-Bm-D,D-A-Bm-G-A-D,NONE,Bm-G-D-A,B-C#m-A-E
1989 (Taylor's Version),this love (taylor's version),Taylor Swift,2,D-A-Bm-G,G-D,Clear blue water/High tide came and brought you in/And I could go on and on   on and on   and I will/Skies grew darker/Currents swept you out again/And you were just gone and gone   gone and gone,G-Bm-G,In silent screams   in wildest dreams/I never dreamed of this,D-A-Bm-G,This love is good   this love is bad/This love is alive back from the dead   oh/These hands had to let it go free and/This love came back to me   oh/Oh   oh,D-A-Bm-G,(This love   this love   this love   this love   oh)/(This love   this love   this love   this love   oh)/(This love   this love   this love   this love   oh)/(This love   this love   this love   this love),A-Bm-G-D,Your kiss   my cheek   I watched you leaveYour smile   my ghost   I fell to my kneesWhen you're young   you just runBut you come back to what you need,NONE,NONE,False,False,this love taylors version,4,E-B-C#m-A,A-E,A-C#m-A,E-B-C#m-A,E-B-C#m-A,B-C#m-A-E,NONE
